1) query : portabl oper system 
1 Q0 CACM-2399 58 4.094511309917179 BM25
1 Q0 CACM-1264 59 4.0484935565316 BM25
1 Q0 CACM-3174 60 4.00873656640312 BM25
1 Q0 CACM-1902 61 4.008512439295616 BM25
1 Q0 CACM-2218 62 4.003192627271231 BM25
1 Q0 CACM-2777 63 4.001064507036882 BM25
1 Q0 CACM-3089 64 3.986792465996427 BM25
1 Q0 CACM-1071 65 3.977752954063294 BM25
1 Q0 CACM-1853 66 3.9732851751665943 BM25
1 Q0 CACM-1747 67 3.9384438103334665 BM25
1 Q0 CACM-1108 68 3.9254204742612977 BM25
1 Q0 CACM-1938 69 3.920283063017537 BM25
1 Q0 CACM-1464 70 3.919066719136481 BM25
1 Q0 CACM-1749 71 3.9177063362472944 BM25
1 Q0 CACM-3087 72 3.899695445380416 BM25
1 Q0 CACM-2219 73 3.8954863520330987 BM25
1 Q0 CACM-1163 74 3.891938632478504 BM25
1 Q0 CACM-1533 75 3.8809955768560336 BM25
1 Q0 CACM-1951 76 3.879533056260522 BM25
1 Q0 CACM-0202 77 3.8676136941633406 BM25
1 Q0 CACM-0252 78 3.866136075247224 BM25
1 Q0 CACM-3137 79 3.8550328316963975 BM25
1 Q0 CACM-1751 80 3.8503669349264324 BM25
1 Q0 CACM-1034 81 3.8411660353327024 BM25
1 Q0 CACM-2950 82 3.819845350186711 BM25
1 Q0 CACM-1924 83 3.816165819733566 BM25
1 Q0 CACM-2069 84 3.8138182708099957 BM25
1 Q0 CACM-2536 85 3.7979977100214306 BM25
1 Q0 CACM-1226 86 3.7851780711295815 BM25
1 Q0 CACM-1923 87 3.783902967084244 BM25
1 Q0 CACM-2681 88 3.7402724949638007 BM25
1 Q0 CACM-2151 89 3.738499881666911 BM25
1 Q0 CACM-2358 90 3.717709683387115 BM25
1 Q0 CACM-1652 91 3.7123731030578684 BM25
1 Q0 CACM-2065 92 3.703986234370498 BM25
1 Q0 CACM-2618 93 3.6990694804225592 BM25
1 Q0 CACM-2105 94 3.695323454701998 BM25
1 Q0 CACM-1960 95 3.690786037185349 BM25
1 Q0 CACM-3023 96 3.6859027065835135 BM25
1 Q0 CACM-2741 97 3.685541553514705 BM25
1 Q0 CACM-2621 98 3.6514908700304485 BM25
1 Q0 CACM-2624 99 3.6470510567035173 BM25
1 Q0 CACM-2582 100 3.619162263591094 BM25

2) query : code optim for space effici 

2 Q0 CACM-2748 1 11.77364291164283 BM25
2 Q0 CACM-2530 2 11.729117960092019 BM25
2 Q0 CACM-2491 3 11.574561398638469 BM25
2 Q0 CACM-1947 4 10.951003045255234 BM25
2 Q0 CACM-2559 5 10.124517270843159 BM25
2 Q0 CACM-2897 6 10.07375534833003 BM25
2 Q0 CACM-1795 7 9.528387742901767 BM25
2 Q0 CACM-2033 8 9.464925289513976 BM25
2 Q0 CACM-2495 9 9.400865223431795 BM25
2 Q0 CACM-2856 10 8.782989417980032 BM25
2 Q0 CACM-2863 11 8.585855727746557 BM25
2 Q0 CACM-2680 12 8.544289555838276 BM25
2 Q0 CACM-1886 13 8.43275774404302 BM25
2 Q0 CACM-1807 14 8.299269005339614 BM25
2 Q0 CACM-2716 15 8.105724269104082 BM25
2 Q0 CACM-3080 16 8.09881399060278 BM25
2 Q0 CACM-2701 17 8.049842632192956 BM25
2 Q0 CACM-3005 18 7.883608021367794 BM25
2 Q0 CACM-2537 19 7.824117114467951 BM25
2 Q0 CACM-2801 20 7.771083133273667 BM25
2 Q0 CACM-1223 21 7.733130094982615 BM25
2 Q0 CACM-3129 22 7.7265848088416975 BM25
2 Q0 CACM-2586 23 7.694058607662923 BM25
2 Q0 CACM-3033 24 7.693292695392337 BM25
2 Q0 CACM-2834 25 7.564742798801478 BM25
2 Q0 CACM-2598 26 7.545361046255147 BM25
2 Q0 CACM-1901 27 7.543071869554186 BM25
2 Q0 CACM-3113 28 7.414130702285865 BM25
2 Q0 CACM-2944 29 7.369386766342082 BM25
2 Q0 CACM-2648 30 7.3001768547294414 BM25
2 Q0 CACM-2929 31 7.2877765831499355 BM25
2 Q0 CACM-0405 32 7.256763920002333 BM25
2 Q0 CACM-3099 33 7.20642653580683 BM25
2 Q0 CACM-1973 34 6.757596428030884 BM25
2 Q0 CACM-2816 35 6.749356853139279 BM25
2 Q0 CACM-3106 36 6.736361177237839 BM25
2 Q0 CACM-2904 37 6.725534763664976 BM25
2 Q0 CACM-3054 38 6.708197946919896 BM25
2 Q0 CACM-2819 39 6.629593838991307 BM25
2 Q0 CACM-1195 40 6.6241316282514315 BM25
2 Q0 CACM-3103 41 6.486397873330459 BM25
2 Q0 CACM-2885 42 6.474165896430584 BM25
2 Q0 CACM-1542 43 6.466278860993854 BM25
2 Q0 CACM-3171 44 6.444986324985665 BM25
2 Q0 CACM-2253 45 6.317765772050277 BM25
2 Q0 CACM-2623 46 6.237789516922038 BM25
2 Q0 CACM-2490 47 6.197241781723735 BM25
2 Q0 CACM-1235 48 6.076223251320233 BM25
2 Q0 CACM-2855 49 6.056983252300583 BM25
2 Q0 CACM-1552 50 5.9745709546539425 BM25
2 Q0 CACM-0124 51 5.95625856878704 BM25
2 Q0 CACM-0940 52 5.933717179255803 BM25
2 Q0 CACM-0867 53 5.836709331335694 BM25
2 Q0 CACM-3057 54 5.82314537435728 BM25
2 Q0 CACM-3053 55 5.765691109603106 BM25
2 Q0 CACM-1694 56 5.730654408053698 BM25
2 Q0 CACM-2220 57 5.730286564006431 BM25
2 Q0 CACM-2858 58 5.648606236342046 BM25
2 Q0 CACM-2711 59 5.624727278899771 BM25
2 Q0 CACM-1564 60 5.590685414260274 BM25
2 Q0 CACM-2423 61 5.538341972700362 BM25
2 Q0 CACM-3072 62 5.513813722225802 BM25
2 Q0 CACM-2078 63 5.505591542467685 BM25
2 Q0 CACM-1066 64 5.469456104203148 BM25
2 Q0 CACM-2464 65 5.461184400011631 BM25
2 Q0 CACM-2787 66 5.441989163660265 BM25
2 Q0 CACM-2745 67 5.426663819036485 BM25
2 Q0 CACM-3074 68 5.399320854879672 BM25
2 Q0 CACM-2389 69 5.312738180621108 BM25
2 Q0 CACM-2185 70 5.301674882576878 BM25
2 Q0 CACM-1566 71 5.264657932527624 BM25
2 Q0 CACM-2374 72 5.244151796501773 BM25
2 Q0 CACM-1999 73 5.2286034644400665 BM25
2 Q0 CACM-3110 74 5.218253815310556 BM25
2 Q0 CACM-1231 75 5.165210896900408 BM25
2 Q0 CACM-0849 76 5.136983607150739 BM25
2 Q0 CACM-2651 77 5.124690503265787 BM25
2 Q0 CACM-1651 78 5.062923262266698 BM25
2 Q0 CACM-1369 79 5.05304655066746 BM25
2 Q0 CACM-1389 80 5.040741540423987 BM25
2 Q0 CACM-1362 81 5.018962060253246 BM25
2 Q0 CACM-1172 82 5.013811598744106 BM25
2 Q0 CACM-1134 83 5.012318073267249 BM25
2 Q0 CACM-3067 84 5.000629181031065 BM25
2 Q0 CACM-0048 85 4.969901838109929 BM25
2 Q0 CACM-2857 86 4.90680779998379 BM25
2 Q0 CACM-2835 87 4.8949801883835145 BM25
2 Q0 CACM-1652 88 4.894213746989463 BM25
2 Q0 CACM-1088 89 4.879759886886485 BM25
2 Q0 CACM-2437 90 4.834548223529515 BM25
2 Q0 CACM-2964 91 4.8333756486227495 BM25
2 Q0 CACM-2346 92 4.830138979709063 BM25
2 Q0 CACM-1932 93 4.807223997984159 BM25
2 Q0 CACM-2888 94 4.799177488569553 BM25
2 Q0 CACM-0243 95 4.790926515892332 BM25
2 Q0 CACM-2006 96 4.770179930814714 BM25
2 Q0 CACM-1655 97 4.7326751894720855 BM25
2 Q0 CACM-2276 98 4.713127775200495 BM25
2 Q0 CACM-2729 99 4.711691235898255 BM25
2 Q0 CACM-3169 100 4.711374722624839 BM25

3) query : parallel algorithm 

3 Q0 CACM-2714 1 6.530546467665643 BM25
3 Q0 CACM-2973 2 6.3480153699167845 BM25
3 Q0 CACM-2664 3 6.334732119577105 BM25
3 Q0 CACM-2785 4 6.080342431322378 BM25
3 Q0 CACM-0950 5 6.038308483467133 BM25
3 Q0 CACM-2433 6 6.031540729297961 BM25
3 Q0 CACM-2685 7 5.955363814485315 BM25
3 Q0 CACM-1262 8 5.915798020129805 BM25
3 Q0 CACM-2266 9 5.89758559013262 BM25
3 Q0 CACM-2700 10 5.75616155941673 BM25
3 Q0 CACM-1828 11 5.685353269420337 BM25
3 Q0 CACM-1158 12 5.666102015566467 BM25
3 Q0 CACM-1601 13 5.658029377717566 BM25
3 Q0 CACM-3156 14 5.648087191608317 BM25
3 Q0 CACM-3075 15 5.6404288212651785 BM25
3 Q0 CACM-2896 16 5.63278023048826 BM25
3 Q0 CACM-1811 17 5.569489076284664 BM25
3 Q0 CACM-1613 18 5.433530467103842 BM25
3 Q0 CACM-0141 19 5.325364295098032 BM25
3 Q0 CACM-0392 20 5.244787565406648 BM25
3 Q0 CACM-1302 21 5.244787565406648 BM25
3 Q0 CACM-2557 22 5.1176151915086425 BM25
3 Q0 CACM-1468 23 5.093337282826452 BM25
3 Q0 CACM-2401 24 5.0735413396818645 BM25
3 Q0 CACM-2660 25 4.981005433057362 BM25
3 Q0 CACM-1367 26 4.981005433057362 BM25
3 Q0 CACM-2895 27 4.887202007448298 BM25
3 Q0 CACM-2342 28 4.8871041569171405 BM25
3 Q0 CACM-2182 29 4.875907033251969 BM25
3 Q0 CACM-1795 30 4.841852931655477 BM25
3 Q0 CACM-2851 31 4.819159500297399 BM25
3 Q0 CACM-2865 32 4.745888525418303 BM25
3 Q0 CACM-3059 33 4.702961567144002 BM25
3 Q0 CACM-2952 34 4.647115805584601 BM25
3 Q0 CACM-2195 35 4.606719016744657 BM25
3 Q0 CACM-2289 36 4.591308197774205 BM25
3 Q0 CACM-0046 37 4.565363455484535 BM25
3 Q0 CACM-3073 38 4.550380568641882 BM25
3 Q0 CACM-2175 39 4.4608680230575475 BM25
3 Q0 CACM-2080 40 4.377966071804343 BM25
3 Q0 CACM-1846 41 4.330821467630909 BM25
3 Q0 CACM-2570 42 4.307536680333927 BM25
3 Q0 CACM-1569 43 4.248420230184165 BM25
3 Q0 CACM-1747 44 4.124685613672199 BM25
3 Q0 CACM-2838 45 4.054679467946493 BM25
3 Q0 CACM-3194 46 3.8907713621516202 BM25
3 Q0 CACM-3044 47 3.8907713621516202 BM25
3 Q0 CACM-2740 48 3.770750637370202 BM25
3 Q0 CACM-2727 49 3.684014713676281 BM25
3 Q0 CACM-1008 50 3.684014713676281 BM25
3 Q0 CACM-1854 51 3.6806622706680483 BM25
3 Q0 CACM-1380 52 3.6073367707976716 BM25
3 Q0 CACM-2311 53 3.588663438068216 BM25
3 Q0 CACM-1200 54 3.4981234804356336 BM25
3 Q0 CACM-2060 55 3.4840861928516835 BM25
3 Q0 CACM-1471 56 3.4120396417214494 BM25
3 Q0 CACM-2514 57 3.3300908468972636 BM25
3 Q0 CACM-1554 58 3.3141711997548353 BM25
3 Q0 CACM-3175 59 3.304264020266449 BM25
3 Q0 CACM-1957 60 3.304264020266449 BM25
3 Q0 CACM-1341 61 3.251986143199938 BM25
3 Q0 CACM-1603 62 3.206857526281313 BM25
3 Q0 CACM-2114 63 3.2063313803085336 BM25
3 Q0 CACM-1536 64 3.1629642876938413 BM25
3 Q0 CACM-1960 65 3.1485990088728446 BM25
3 Q0 CACM-0320 66 3.0118111631087245 BM25
3 Q0 CACM-1959 67 2.9560139162307357 BM25
3 Q0 CACM-2376 68 2.92292267448387 BM25
3 Q0 CACM-2515 69 2.8773909080505735 BM25
3 Q0 CACM-2898 70 2.7821613630368485 BM25
3 Q0 CACM-1325 71 2.706140445964871 BM25
3 Q0 CACM-3120 72 2.6543346407258306 BM25
3 Q0 CACM-2723 73 2.6277744395874043 BM25
3 Q0 CACM-2967 74 2.474335559084597 BM25
3 Q0 CACM-1409 75 2.4056472314946564 BM25
3 Q0 CACM-2497 76 2.3406695150175936 BM25
3 Q0 CACM-1928 77 2.2422524573854035 BM25
3 Q0 CACM-2692 78 2.0833157446585173 BM25
3 Q0 CACM-2430 79 0.6295009970847047 BM25
3 Q0 CACM-1559 80 0.6279571685830071 BM25
3 Q0 CACM-2146 81 0.6227557207428638 BM25
3 Q0 CACM-0371 82 0.6210236897687614 BM25
3 Q0 CACM-2884 83 0.615263204199808 BM25
3 Q0 CACM-1539 84 0.6130930919280743 BM25
3 Q0 CACM-2090 85 0.6114617029678437 BM25
3 Q0 CACM-2042 86 0.6104870302977019 BM25
3 Q0 CACM-2630 87 0.6093248114845324 BM25
3 Q0 CACM-2767 88 0.6062416504732229 BM25
3 Q0 CACM-2283 89 0.6018729159135331 BM25
3 Q0 CACM-0199 90 0.5990765434718492 BM25
3 Q0 CACM-2679 91 0.5987907434909527 BM25
3 Q0 CACM-1961 92 0.5969616675241111 BM25
3 Q0 CACM-2863 93 0.5919799727819265 BM25
3 Q0 CACM-2490 94 0.5910689557115976 BM25
3 Q0 CACM-2509 95 0.5907831122447662 BM25
3 Q0 CACM-2030 96 0.5887262858487624 BM25
3 Q0 CACM-1946 97 0.5884093284277248 BM25
3 Q0 CACM-2031 98 0.5870239875355502 BM25
3 Q0 CACM-2902 99 0.5853615556858647 BM25
3 Q0 CACM-2520 100 0.5850748760468196 BM25

4) query : distribut comput structur and algorithm 

4 Q0 CACM-2914 1 7.254621359327395 BM25
4 Q0 CACM-2032 2 7.203413031912477 BM25
4 Q0 CACM-2454 3 7.050826482767135 BM25
4 Q0 CACM-2276 4 7.045584326762831 BM25
4 Q0 CACM-1951 5 6.642232341464918 BM25
4 Q0 CACM-2406 6 6.520215676634953 BM25
4 Q0 CACM-2849 7 6.44629030606037 BM25
4 Q0 CACM-2549 8 6.424239069329111 BM25
4 Q0 CACM-3148 9 6.402792398201469 BM25
4 Q0 CACM-2949 10 6.399635153129413 BM25
4 Q0 CACM-1778 11 6.375358957869588 BM25
4 Q0 CACM-1733 12 6.330951959784721 BM25
4 Q0 CACM-1941 13 6.330951959784721 BM25
4 Q0 CACM-1944 14 6.201651076880472 BM25
4 Q0 CACM-3082 15 6.196573936893472 BM25
4 Q0 CACM-3135 16 6.196479900647708 BM25
4 Q0 CACM-1894 17 6.159804001055683 BM25
4 Q0 CACM-1716 18 6.139106881269759 BM25
4 Q0 CACM-2926 19 6.122280323748012 BM25
4 Q0 CACM-2090 20 6.1186033410922676 BM25
4 Q0 CACM-3137 21 5.99839082604321 BM25
4 Q0 CACM-2212 22 5.973196576928107 BM25
4 Q0 CACM-2427 23 5.932178110035844 BM25
4 Q0 CACM-2649 24 5.9320877374803445 BM25
4 Q0 CACM-0241 25 5.904223571515167 BM25
4 Q0 CACM-2261 26 5.882414326690162 BM25
4 Q0 CACM-2123 27 5.796438182737975 BM25
4 Q0 CACM-1987 28 5.743905306096539 BM25
4 Q0 CACM-2565 29 5.718002278828334 BM25
4 Q0 CACM-2250 30 5.713890655700121 BM25
4 Q0 CACM-2098 31 5.7094339568403765 BM25
4 Q0 CACM-2259 32 5.692336940292457 BM25
4 Q0 CACM-1714 33 5.692336940292457 BM25
4 Q0 CACM-3084 34 5.679593806908042 BM25
4 Q0 CACM-2216 35 5.66598578003638 BM25
4 Q0 CACM-2057 36 5.616733833857878 BM25
4 Q0 CACM-2349 37 5.5674604111889465 BM25
4 Q0 CACM-2481 38 5.466267461348414 BM25
4 Q0 CACM-1604 39 5.4319789591079575 BM25
4 Q0 CACM-2686 40 5.303676347461386 BM25
4 Q0 CACM-1663 41 5.302988121143607 BM25
4 Q0 CACM-2816 42 5.291467219726999 BM25
4 Q0 CACM-0711 43 5.230841282169852 BM25
4 Q0 CACM-1081 44 5.190660047105925 BM25
4 Q0 CACM-2578 45 5.146824445947698 BM25
4 Q0 CACM-3043 46 5.045006968164314 BM25
4 Q0 CACM-1918 47 5.035924207548071 BM25
4 Q0 CACM-1583 48 5.035924207548071 BM25
4 Q0 CACM-1157 49 5.035924207548071 BM25
4 Q0 CACM-2249 50 4.986039153846757 BM25
4 Q0 CACM-1584 51 4.925794153718535 BM25
4 Q0 CACM-1779 52 4.855011688043109 BM25
4 Q0 CACM-1920 53 4.7862346584207 BM25
4 Q0 CACM-2798 54 4.754749520306995 BM25
4 Q0 CACM-1153 55 4.735897354021177 BM25
4 Q0 CACM-3072 56 4.701293861236181 BM25
4 Q0 CACM-2667 57 4.698533873050927 BM25
4 Q0 CACM-1003 58 4.687687318436611 BM25
4 Q0 CACM-2313 59 4.670802015981733 BM25
4 Q0 CACM-2548 60 4.654365387370709 BM25
4 Q0 CACM-2334 61 4.654365387370709 BM25
4 Q0 CACM-0862 62 4.627840172131087 BM25
4 Q0 CACM-2333 63 4.622525687879685 BM25
4 Q0 CACM-3119 64 4.5936812610479665 BM25
4 Q0 CACM-2402 65 4.5803004965049565 BM25
4 Q0 CACM-2004 66 4.57869972834886 BM25
4 Q0 CACM-2936 67 4.56192428426055 BM25
4 Q0 CACM-1780 68 4.560135509127099 BM25
4 Q0 CACM-2371 69 4.549998251267608 BM25
4 Q0 CACM-2969 70 4.532860629248114 BM25
4 Q0 CACM-2025 71 4.499407061135787 BM25
4 Q0 CACM-2566 72 4.469645376832404 BM25
4 Q0 CACM-2187 73 4.4414129786477385 BM25
4 Q0 CACM-2478 74 4.437603209499995 BM25
4 Q0 CACM-2828 75 4.436395839037336 BM25
4 Q0 CACM-1431 76 4.435644682353889 BM25
4 Q0 CACM-0954 77 4.395086884499736 BM25
4 Q0 CACM-1410 78 4.376378743083475 BM25
4 Q0 CACM-2176 79 4.359459232429182 BM25
4 Q0 CACM-3131 80 4.32317482653764 BM25
4 Q0 CACM-1514 81 4.314704490312063 BM25
4 Q0 CACM-0052 82 4.302351270219735 BM25
4 Q0 CACM-0088 83 4.242671487331033 BM25
4 Q0 CACM-2767 84 4.238770095691289 BM25
4 Q0 CACM-2718 85 4.2332073149884195 BM25
4 Q0 CACM-3010 86 4.227719657521456 BM25
4 Q0 CACM-1305 87 4.227112882496973 BM25
4 Q0 CACM-2457 88 4.2008140808145065 BM25
4 Q0 CACM-2802 89 4.186957173277932 BM25
4 Q0 CACM-2547 90 4.182955557230351 BM25
4 Q0 CACM-3165 91 4.167642838334922 BM25
4 Q0 CACM-2081 92 4.164314286701551 BM25
4 Q0 CACM-2078 93 4.149622676629932 BM25
4 Q0 CACM-1997 94 4.122891230423107 BM25
4 Q0 CACM-2954 95 4.082403321331637 BM25
4 Q0 CACM-2060 96 4.065479458273803 BM25
4 Q0 CACM-2594 97 4.051597269739847 BM25
4 Q0 CACM-1569 98 4.031969410792375 BM25
4 Q0 CACM-2975 99 4.023022310210163 BM25
4 Q0 CACM-2433 100 4.015675001227047 BM25

5) query : appli stochast process 

5 Q0 CACM-1696 1 8.937478360934406 BM25
5 Q0 CACM-0268 2 7.889920485400967 BM25
5 Q0 CACM-1410 3 6.560709147398175 BM25
5 Q0 CACM-1233 4 5.672893770918404 BM25
5 Q0 CACM-0020 5 5.642740717721129 BM25
5 Q0 CACM-2535 6 5.588372909307219 BM25
5 Q0 CACM-2882 7 5.551688659460507 BM25
5 Q0 CACM-3020 8 5.490243727473043 BM25
5 Q0 CACM-1540 9 5.398554054310599 BM25
5 Q0 CACM-2065 10 5.278786260057611 BM25
5 Q0 CACM-1216 11 5.266914841325528 BM25
5 Q0 CACM-3120 12 5.159199831179629 BM25
5 Q0 CACM-1194 13 5.152596065688728 BM25
5 Q0 CACM-1359 14 4.9389615378860245 BM25
5 Q0 CACM-1892 15 4.773006645245934 BM25
5 Q0 CACM-1468 16 4.741833455545431 BM25
5 Q0 CACM-2523 17 4.577256473488129 BM25
5 Q0 CACM-3059 18 4.558856555133007 BM25
5 Q0 CACM-0293 19 4.4892725809016785 BM25
5 Q0 CACM-0927 20 4.423822319855371 BM25
5 Q0 CACM-1435 21 4.3970565440557 BM25
5 Q0 CACM-2742 22 4.288568142907281 BM25
5 Q0 CACM-0111 23 4.278139791445078 BM25
5 Q0 CACM-2396 24 4.228503763484175 BM25
5 Q0 CACM-2844 25 4.209045657858669 BM25
5 Q0 CACM-3030 26 4.177295044515022 BM25
5 Q0 CACM-1180 27 4.158988123974085 BM25
5 Q0 CACM-3153 28 4.147793156868248 BM25
5 Q0 CACM-0942 29 4.140840962791868 BM25
5 Q0 CACM-1925 30 4.001172523196666 BM25
5 Q0 CACM-1637 31 3.9348129135577183 BM25
5 Q0 CACM-0078 32 3.8864699662703908 BM25
5 Q0 CACM-1441 33 3.832366828471188 BM25
5 Q0 CACM-1438 34 3.765111889748793 BM25
5 Q0 CACM-2000 35 3.6924590854362576 BM25
5 Q0 CACM-1235 36 3.65697018405009 BM25
5 Q0 CACM-2767 37 3.6441916709230235 BM25
5 Q0 CACM-3013 38 3.63350386397637 BM25
5 Q0 CACM-3165 39 3.592242367280238 BM25
5 Q0 CACM-1563 40 3.565994668914478 BM25
5 Q0 CACM-2453 41 3.565251412199876 BM25
5 Q0 CACM-1051 42 3.565251412199876 BM25
5 Q0 CACM-2137 43 3.565251412199876 BM25
5 Q0 CACM-2705 44 3.460828356658897 BM25
5 Q0 CACM-1028 45 3.349493497806625 BM25
5 Q0 CACM-2727 46 3.3335854657872246 BM25
5 Q0 CACM-1169 47 3.327719002920632 BM25
5 Q0 CACM-2210 48 3.309826258850174 BM25
5 Q0 CACM-2080 49 3.298311595395214 BM25
5 Q0 CACM-2409 50 3.294935917278135 BM25
5 Q0 CACM-3043 51 3.286430771105478 BM25
5 Q0 CACM-2999 52 3.2785576585873795 BM25
5 Q0 CACM-2252 53 3.270380363546195 BM25
5 Q0 CACM-1673 54 3.2421271528071163 BM25
5 Q0 CACM-1110 55 3.2421271528071163 BM25
5 Q0 CACM-1008 56 3.224898400931175 BM25
5 Q0 CACM-1631 57 3.1742935540696484 BM25
5 Q0 CACM-1707 58 3.1742935540696484 BM25
5 Q0 CACM-1383 59 3.1577763629930686 BM25
5 Q0 CACM-2185 60 3.1414301739738657 BM25
5 Q0 CACM-2203 61 3.130549962450201 BM25
5 Q0 CACM-1886 62 3.0906911828472845 BM25
5 Q0 CACM-2376 63 3.087879394168875 BM25
5 Q0 CACM-1588 64 3.078617624817169 BM25
5 Q0 CACM-0987 65 3.072560991804689 BM25
5 Q0 CACM-1382 66 3.0467998508465914 BM25
5 Q0 CACM-2174 67 3.0315796408830122 BM25
5 Q0 CACM-1116 68 3.0165107393934045 BM25
5 Q0 CACM-1671 69 3.01097558357483 BM25
5 Q0 CACM-2342 70 3.0093983355162828 BM25
5 Q0 CACM-3138 71 2.991989744496318 BM25
5 Q0 CACM-2836 72 2.9721896542687256 BM25
5 Q0 CACM-2912 73 2.942981886933085 BM25
5 Q0 CACM-2307 74 2.925081810094398 BM25
5 Q0 CACM-1307 75 2.909434686330301 BM25
5 Q0 CACM-1746 76 2.905798736468524 BM25
5 Q0 CACM-1554 77 2.9011462312635805 BM25
5 Q0 CACM-2866 78 2.8873431590997076 BM25
5 Q0 CACM-1678 79 2.873670809484551 BM25
5 Q0 CACM-2251 80 2.846710919509469 BM25
5 Q0 CACM-1535 81 2.846710919509469 BM25
5 Q0 CACM-1251 82 2.842794044412681 BM25
5 Q0 CACM-2370 83 2.8058260115826763 BM25
5 Q0 CACM-1748 84 2.8031331815151037 BM25
5 Q0 CACM-2953 85 2.794280765199088 BM25
5 Q0 CACM-1147 86 2.794280765199088 BM25
5 Q0 CACM-1947 87 2.794280765199088 BM25
5 Q0 CACM-0095 88 2.7814736085689504 BM25
5 Q0 CACM-1809 89 2.7814736085689504 BM25
5 Q0 CACM-2263 90 2.779290234026665 BM25
5 Q0 CACM-1439 91 2.757475668102994 BM25
5 Q0 CACM-2309 92 2.751351031471684 BM25
5 Q0 CACM-2320 93 2.7439435279855933 BM25
5 Q0 CACM-2900 94 2.74374698020018 BM25
5 Q0 CACM-3068 95 2.74374698020018 BM25
5 Q0 CACM-2740 96 2.7402702973978044 BM25
5 Q0 CACM-1570 97 2.7354293370451224 BM25
5 Q0 CACM-2378 98 2.731519315088798 BM25
5 Q0 CACM-0414 99 2.729402136215476 BM25
5 Q0 CACM-2931 100 2.7284072660056484 BM25

6) query : perform evalu and model of comput system 

6 Q0 CACM-2318 1 17.001126268823576 BM25
6 Q0 CACM-3048 2 13.351336628058316 BM25
6 Q0 CACM-3070 3 11.575048034025302 BM25
6 Q0 CACM-3089 4 11.574758109710224 BM25
6 Q0 CACM-3119 5 11.404259595318425 BM25
6 Q0 CACM-2319 6 11.065841305777958 BM25
6 Q0 CACM-2984 7 11.014877428685182 BM25
6 Q0 CACM-2542 8 10.905821030209362 BM25
6 Q0 CACM-2741 9 10.827067285960212 BM25
6 Q0 CACM-2452 10 10.40755337786995 BM25
