1) query : portabl oper system 
1 Q0 CACM-0405 38 -5.996786913961827 SQLM
1 Q0 CACM-2868 39 -5.998931604555224 SQLM
1 Q0 CACM-1766 40 -6.003578205322768 SQLM
1 Q0 CACM-1247 41 -6.005608817422052 SQLM
1 Q0 CACM-0023 42 -6.006352212069018 SQLM
1 Q0 CACM-1168 43 -6.007176300645715 SQLM
1 Q0 CACM-2111 44 -6.007341642962001 SQLM
1 Q0 CACM-2317 45 -6.009273980313787 SQLM
1 Q0 CACM-2080 46 -6.009875028174996 SQLM
1 Q0 CACM-2357 47 -6.009914330130335 SQLM
1 Q0 CACM-2867 48 -6.011754380235026 SQLM
1 Q0 CACM-2541 49 -6.012339175237161 SQLM
1 Q0 CACM-1912 50 -6.012562582723465 SQLM
1 Q0 CACM-2840 51 -6.013055651802275 SQLM
1 Q0 CACM-2904 52 -6.015426963293933 SQLM
1 Q0 CACM-2920 53 -6.016041759648059 SQLM
1 Q0 CACM-2399 54 -6.016699297916977 SQLM
1 Q0 CACM-2126 55 -6.0180351766241875 SQLM
1 Q0 CACM-1534 56 -6.020077615824003 SQLM
1 Q0 CACM-2777 57 -6.022096121086408 SQLM
1 Q0 CACM-1938 58 -6.0224556783479555 SQLM
1 Q0 CACM-3025 59 -6.0225017272181525 SQLM
1 Q0 CACM-1519 60 -6.024093183552117 SQLM
1 Q0 CACM-3089 61 -6.028802487612323 SQLM
1 Q0 CACM-2798 62 -6.034125271973016 SQLM
1 Q0 CACM-1749 63 -6.034128906145888 SQLM
1 Q0 CACM-2153 64 -6.036485651179342 SQLM
1 Q0 CACM-2064 65 -6.038400613789722 SQLM
1 Q0 CACM-2311 66 -6.039733631175774 SQLM
1 Q0 CACM-1728 67 -6.040504267815815 SQLM
1 Q0 CACM-2059 68 -6.041971917713926 SQLM
1 Q0 CACM-2378 69 -6.046972609160259 SQLM
1 Q0 CACM-1795 70 -6.047534627515283 SQLM
1 Q0 CACM-2320 71 -6.047791570101012 SQLM
1 Q0 CACM-2372 72 -6.048488912252974 SQLM
1 Q0 CACM-3174 73 -6.049888383173071 SQLM
1 Q0 CACM-1071 74 -6.050887765311963 SQLM
1 Q0 CACM-2081 75 -6.05326174432197 SQLM
1 Q0 CACM-2416 76 -6.0546615847286915 SQLM
1 Q0 CACM-2069 77 -6.055000754465885 SQLM
1 Q0 CACM-1752 78 -6.063572407868556 SQLM
1 Q0 CACM-0322 79 -6.063975395575729 SQLM
1 Q0 CACM-3137 80 -6.068593540444198 SQLM
1 Q0 CACM-1533 81 -6.071624847724465 SQLM
1 Q0 CACM-1163 82 -6.0717886001369035 SQLM
1 Q0 CACM-0972 83 -6.073245332782675 SQLM
1 Q0 CACM-1324 84 -6.073681521870055 SQLM
1 Q0 CACM-2151 85 -6.073930082591965 SQLM
1 Q0 CACM-0202 86 -6.074374932674065 SQLM
1 Q0 CACM-0585 87 -6.074582889260718 SQLM
1 Q0 CACM-1902 88 -6.079301374175991 SQLM
1 Q0 CACM-2618 89 -6.079301374175991 SQLM
1 Q0 CACM-1264 90 -6.079647720272568 SQLM
1 Q0 CACM-1034 91 -6.079729996538453 SQLM
1 Q0 CACM-0252 92 -6.079967662789549 SQLM
1 Q0 CACM-3109 93 -6.080260243468693 SQLM
1 Q0 CACM-1226 94 -6.082881194642852 SQLM
1 Q0 CACM-1747 95 -6.082881194642852 SQLM
1 Q0 CACM-2133 96 -6.0860229690112835 SQLM
1 Q0 CACM-2092 97 -6.088591081278392 SQLM
1 Q0 CACM-1050 98 -6.091561773828392 SQLM
1 Q0 CACM-2681 99 -6.091696699350145 SQLM
1 Q0 CACM-2105 100 -6.091804326420488 SQLM

2) query : code optim for space effici 

2 Q0 CACM-2748 1 -7.664623761784951 SQLM
2 Q0 CACM-2530 2 -7.733404989002417 SQLM
2 Q0 CACM-2491 3 -7.817451716203111 SQLM
2 Q0 CACM-1795 4 -7.875601382669574 SQLM
2 Q0 CACM-2495 5 -8.024082261429815 SQLM
2 Q0 CACM-2897 6 -8.064190907436346 SQLM
2 Q0 CACM-1947 7 -8.173332393876168 SQLM
2 Q0 CACM-2559 8 -8.20356788603646 SQLM
2 Q0 CACM-2586 9 -8.297363421698998 SQLM
2 Q0 CACM-2863 10 -8.313152240715489 SQLM
2 Q0 CACM-2680 11 -8.336017815925839 SQLM
2 Q0 CACM-1901 12 -8.359434574874443 SQLM
2 Q0 CACM-3129 13 -8.36994066889281 SQLM
2 Q0 CACM-2856 14 -8.382784399450507 SQLM
2 Q0 CACM-2033 15 -8.404692290505414 SQLM
2 Q0 CACM-0405 16 -8.407086625776879 SQLM
2 Q0 CACM-2464 17 -8.413431032832282 SQLM
2 Q0 CACM-2537 18 -8.458153695491907 SQLM
2 Q0 CACM-2834 19 -8.47014149448512 SQLM
2 Q0 CACM-3113 20 -8.486621041770487 SQLM
2 Q0 CACM-3033 21 -8.506077686399653 SQLM
2 Q0 CACM-2716 22 -8.50632325846331 SQLM
2 Q0 CACM-2078 23 -8.525656251233851 SQLM
2 Q0 CACM-2745 24 -8.52688448008783 SQLM
2 Q0 CACM-2711 25 -8.529534310337917 SQLM
2 Q0 CACM-3080 26 -8.53010121577645 SQLM
2 Q0 CACM-3099 27 -8.532058235064016 SQLM
2 Q0 CACM-3005 28 -8.557530327428239 SQLM
2 Q0 CACM-0797 29 -8.56935845578391 SQLM
2 Q0 CACM-3171 30 -8.572581982724152 SQLM
2 Q0 CACM-2490 31 -8.57408393837454 SQLM
2 Q0 CACM-1999 32 -8.575371725280144 SQLM
2 Q0 CACM-2701 33 -8.576622094087279 SQLM
2 Q0 CACM-1195 34 -8.577438489365722 SQLM
2 Q0 CACM-1231 35 -8.577810695562254 SQLM
2 Q0 CACM-1973 36 -8.580241219900026 SQLM
2 Q0 CACM-1369 37 -8.583349940909795 SQLM
2 Q0 CACM-1807 38 -8.585620507641371 SQLM
2 Q0 CACM-2816 39 -8.589681190807845 SQLM
2 Q0 CACM-1886 40 -8.590878521963635 SQLM
2 Q0 CACM-2346 41 -8.592488499461375 SQLM
2 Q0 CACM-2389 42 -8.596158427151911 SQLM
2 Q0 CACM-1311 43 -8.596321986454301 SQLM
2 Q0 CACM-2648 44 -8.599507681537721 SQLM
2 Q0 CACM-2885 45 -8.610584575012311 SQLM
2 Q0 CACM-0267 46 -8.611008274329633 SQLM
2 Q0 CACM-2611 47 -8.611261932459374 SQLM
2 Q0 CACM-1566 48 -8.615691225346367 SQLM
2 Q0 CACM-1289 49 -8.619178526964646 SQLM
2 Q0 CACM-2855 50 -8.619904511857065 SQLM
2 Q0 CACM-2006 51 -8.62993355941657 SQLM
2 Q0 CACM-2929 52 -8.631391591324267 SQLM
2 Q0 CACM-0066 53 -8.631581540457887 SQLM
2 Q0 CACM-0940 54 -8.636177615211366 SQLM
2 Q0 CACM-0115 55 -8.63853503027701 SQLM
2 Q0 CACM-0124 56 -8.639269493867832 SQLM
2 Q0 CACM-0230 57 -8.641465983344009 SQLM
2 Q0 CACM-1064 58 -8.641465983344009 SQLM
2 Q0 CACM-1694 59 -8.643041447234676 SQLM
2 Q0 CACM-2801 60 -8.6484333289486 SQLM
2 Q0 CACM-2964 61 -8.648661132099406 SQLM
2 Q0 CACM-3106 62 -8.648711221820724 SQLM
2 Q0 CACM-1552 63 -8.64871874845867 SQLM
2 Q0 CACM-1352 64 -8.650680395205386 SQLM
2 Q0 CACM-2729 65 -8.66316993112783 SQLM
2 Q0 CACM-2904 66 -8.664459630800511 SQLM
2 Q0 CACM-1223 67 -8.66479941478065 SQLM
2 Q0 CACM-1362 68 -8.664945957712236 SQLM
2 Q0 CACM-2736 69 -8.672756877207402 SQLM
2 Q0 CACM-2397 70 -8.677070326684643 SQLM
2 Q0 CACM-2585 71 -8.678038140154193 SQLM
2 Q0 CACM-1414 72 -8.681726305519815 SQLM
2 Q0 CACM-0120 73 -8.681726305519815 SQLM
2 Q0 CACM-2819 74 -8.6820823178053 SQLM
2 Q0 CACM-3103 75 -8.685439593353152 SQLM
2 Q0 CACM-0048 76 -8.68649306388156 SQLM
2 Q0 CACM-0164 77 -8.69123808033282 SQLM
2 Q0 CACM-2462 78 -8.69123808033282 SQLM
2 Q0 CACM-0753 79 -8.692692016083154 SQLM
2 Q0 CACM-2623 80 -8.693801317746615 SQLM
2 Q0 CACM-0622 81 -8.694543223000027 SQLM
2 Q0 CACM-3169 82 -8.702885116739523 SQLM
2 Q0 CACM-2598 83 -8.704719329930521 SQLM
2 Q0 CACM-2944 84 -8.706097219833094 SQLM
2 Q0 CACM-2835 85 -8.71151990480011 SQLM
2 Q0 CACM-0031 86 -8.71337240253329 SQLM
2 Q0 CACM-1652 87 -8.720343828968568 SQLM
2 Q0 CACM-2888 88 -8.724389688426314 SQLM
2 Q0 CACM-1992 89 -8.72697127639719 SQLM
2 Q0 CACM-1542 90 -8.731569172737334 SQLM
2 Q0 CACM-1235 91 -8.731922282091078 SQLM
2 Q0 CACM-0101 92 -8.732366232237164 SQLM
2 Q0 CACM-0195 93 -8.732366232237164 SQLM
2 Q0 CACM-0052 94 -8.732625695468437 SQLM
2 Q0 CACM-2015 95 -8.732669762285063 SQLM
2 Q0 CACM-0461 96 -8.733373979694173 SQLM
2 Q0 CACM-1275 97 -8.733373979694173 SQLM
2 Q0 CACM-3054 98 -8.734250389601383 SQLM
2 Q0 CACM-0117 99 -8.73589178091968 SQLM
2 Q0 CACM-0867 100 -8.737270657295877 SQLM

3) query : parallel algorithm 

3 Q0 CACM-2664 1 -2.5831552614955617 SQLM
3 Q0 CACM-0141 2 -2.6143612256954585 SQLM
3 Q0 CACM-2714 3 -2.617282260335435 SQLM
3 Q0 CACM-2973 4 -2.6237220789651916 SQLM
3 Q0 CACM-0392 5 -2.6518860644757316 SQLM
3 Q0 CACM-1302 6 -2.6518860644757316 SQLM
3 Q0 CACM-2685 7 -2.6747044209699373 SQLM
3 Q0 CACM-2266 8 -2.692217118467363 SQLM
3 Q0 CACM-1158 9 -2.701116379832816 SQLM
3 Q0 CACM-2785 10 -2.7141062755228633 SQLM
3 Q0 CACM-1262 11 -2.7195673744362816 SQLM
3 Q0 CACM-0950 12 -2.724372449076174 SQLM
3 Q0 CACM-2433 13 -2.7448254676906276 SQLM
3 Q0 CACM-2660 14 -2.7566493534237653 SQLM
3 Q0 CACM-1367 15 -2.7566493534237653 SQLM
3 Q0 CACM-3075 16 -2.762799477978896 SQLM
3 Q0 CACM-2700 17 -2.7629303179590092 SQLM
3 Q0 CACM-2896 18 -2.769082127991302 SQLM
3 Q0 CACM-3156 19 -2.77753591813175 SQLM
3 Q0 CACM-1828 20 -2.78101622147477 SQLM
3 Q0 CACM-2182 21 -2.792485295809935 SQLM
3 Q0 CACM-1795 22 -2.803519788356767 SQLM
3 Q0 CACM-1601 23 -2.815725141375723 SQLM
3 Q0 CACM-1811 24 -2.837041559064033 SQLM
3 Q0 CACM-1613 25 -2.845508171175313 SQLM
3 Q0 CACM-2952 26 -2.861987568927865 SQLM
3 Q0 CACM-2557 27 -2.877248999648547 SQLM
3 Q0 CACM-2895 28 -2.906385254045298 SQLM
3 Q0 CACM-1468 29 -2.9142005992514166 SQLM
3 Q0 CACM-2401 30 -2.914507299546255 SQLM
3 Q0 CACM-2342 31 -2.9578951105185607 SQLM
3 Q0 CACM-2865 32 -2.962674500554646 SQLM
3 Q0 CACM-1569 33 -2.962674500554646 SQLM
3 Q0 CACM-2851 34 -2.9696681860496357 SQLM
3 Q0 CACM-3059 35 -2.9704326410245523 SQLM
3 Q0 CACM-0046 36 -2.971384731051935 SQLM
3 Q0 CACM-3073 37 -2.9742180551987936 SQLM
3 Q0 CACM-2289 38 -2.99654604540999 SQLM
3 Q0 CACM-2195 39 -2.999741882918252 SQLM
3 Q0 CACM-2080 40 -3.0057513028999425 SQLM
3 Q0 CACM-2175 41 -3.0121979625280533 SQLM
3 Q0 CACM-2570 42 -3.0292810497938234 SQLM
3 Q0 CACM-1846 43 -3.0333708881102597 SQLM
3 Q0 CACM-3194 44 -3.03764811398168 SQLM
3 Q0 CACM-3044 45 -3.03764811398168 SQLM
3 Q0 CACM-2838 46 -3.0418530140561644 SQLM
3 Q0 CACM-1747 47 -3.06534873490307 SQLM
3 Q0 CACM-2727 48 -3.0761483767575735 SQLM
3 Q0 CACM-1008 49 -3.0761483767575735 SQLM
3 Q0 CACM-1380 50 -3.089676966823083 SQLM
3 Q0 CACM-2311 51 -3.0929149101177877 SQLM
3 Q0 CACM-2740 52 -3.103827326994535 SQLM
3 Q0 CACM-1200 53 -3.108314242823159 SQLM
3 Q0 CACM-1854 54 -3.1169692459210556 SQLM
3 Q0 CACM-1471 55 -3.1225156606207274 SQLM
3 Q0 CACM-2514 56 -3.1356604950700433 SQLM
3 Q0 CACM-1554 57 -3.138173490822659 SQLM
3 Q0 CACM-3175 58 -3.1446056084662284 SQLM
3 Q0 CACM-1957 59 -3.1446056084662284 SQLM
3 Q0 CACM-2060 60 -3.1467948556062115 SQLM
3 Q0 CACM-0199 61 -3.1476293908553155 SQLM
3 Q0 CACM-1341 62 -3.14786783800979 SQLM
3 Q0 CACM-1603 63 -3.1547849814324302 SQLM
3 Q0 CACM-2114 64 -3.1593567435881966 SQLM
3 Q0 CACM-0371 65 -3.161188237173535 SQLM
3 Q0 CACM-1536 66 -3.16142057737067 SQLM
3 Q0 CACM-1960 67 -3.163572958856295 SQLM
3 Q0 CACM-2430 68 -3.179582831022393 SQLM
3 Q0 CACM-0320 69 -3.183610901389735 SQLM
3 Q0 CACM-1559 70 -3.1852566442444648 SQLM
3 Q0 CACM-2509 71 -3.1852566442444648 SQLM
3 Q0 CACM-1539 72 -3.1925015940747814 SQLM
3 Q0 CACM-1959 73 -3.1952240963497887 SQLM
3 Q0 CACM-2376 74 -3.1962102783816686 SQLM
3 Q0 CACM-2515 75 -3.2059885357795785 SQLM
3 Q0 CACM-2348 76 -3.2153257754155313 SQLM
3 Q0 CACM-1560 77 -3.2153257754155313 SQLM
3 Q0 CACM-1990 78 -3.2153257754155313 SQLM
3 Q0 CACM-2898 79 -3.215531740390933 SQLM
3 Q0 CACM-2510 80 -3.2240615262867007 SQLM
3 Q0 CACM-2417 81 -3.2240615262867007 SQLM
3 Q0 CACM-1325 82 -3.22566413786975 SQLM
3 Q0 CACM-3120 83 -3.232453647214809 SQLM
3 Q0 CACM-2090 84 -3.2361673177237105 SQLM
3 Q0 CACM-2723 85 -3.238738893874081 SQLM
3 Q0 CACM-2472 86 -3.2540685099124986 SQLM
3 Q0 CACM-2967 87 -3.2553572572068523 SQLM
3 Q0 CACM-2042 88 -3.256701936198759 SQLM
3 Q0 CACM-2630 89 -3.2592776125473883 SQLM
3 Q0 CACM-2120 90 -3.2605443988253042 SQLM
3 Q0 CACM-2419 91 -3.2605443988253042 SQLM
3 Q0 CACM-2146 92 -3.263037028547348 SQLM
3 Q0 CACM-1409 93 -3.263831298617013 SQLM
3 Q0 CACM-0802 94 -3.266676944614292 SQLM
3 Q0 CACM-2520 95 -3.270588098974108 SQLM
3 Q0 CACM-2497 96 -3.271719676140945 SQLM
3 Q0 CACM-1967 97 -3.272493313242361 SQLM
3 Q0 CACM-1842 98 -3.272493313242361 SQLM
3 Q0 CACM-2884 99 -3.274366119367136 SQLM
3 Q0 CACM-0305 100 -3.2780178257073147 SQLM

4) query : distribut comput structur and algorithm 

4 Q0 CACM-1778 1 -5.965949056392655 SQLM
4 Q0 CACM-1733 2 -6.000942668838934 SQLM
4 Q0 CACM-1941 3 -6.000942668838934 SQLM
4 Q0 CACM-2549 4 -6.030104056778982 SQLM
4 Q0 CACM-2212 5 -6.0598163211520735 SQLM
4 Q0 CACM-2090 6 -6.070730176202561 SQLM
4 Q0 CACM-1944 7 -6.090602300289603 SQLM
4 Q0 CACM-2427 8 -6.103731564632745 SQLM
4 Q0 CACM-1894 9 -6.1164106331756605 SQLM
4 Q0 CACM-2276 10 -6.124921138469295 SQLM
4 Q0 CACM-1716 11 -6.128683442465686 SQLM
4 Q0 CACM-2914 12 -6.144529417787501 SQLM
4 Q0 CACM-0711 13 -6.152886634193618 SQLM
4 Q0 CACM-1081 14 -6.180821306147146 SQLM
4 Q0 CACM-2123 15 -6.1864523430705916 SQLM
4 Q0 CACM-2098 16 -6.2068826584938845 SQLM
4 Q0 CACM-1987 17 -6.215009650356619 SQLM
4 Q0 CACM-2649 18 -6.220130849617583 SQLM
4 Q0 CACM-2454 19 -6.223723354913469 SQLM
4 Q0 CACM-2565 20 -6.2284860761144465 SQLM
4 Q0 CACM-2032 21 -6.240323222561864 SQLM
4 Q0 CACM-2259 22 -6.241472424541191 SQLM
4 Q0 CACM-1714 23 -6.241472424541191 SQLM
4 Q0 CACM-1918 24 -6.275707040948063 SQLM
4 Q0 CACM-1583 25 -6.275707040948063 SQLM
4 Q0 CACM-1157 26 -6.275707040948063 SQLM
4 Q0 CACM-2057 27 -6.277777228993969 SQLM
4 Q0 CACM-2250 28 -6.277991650194973 SQLM
4 Q0 CACM-2349 29 -6.300014728905418 SQLM
4 Q0 CACM-1663 30 -6.332162023943903 SQLM
4 Q0 CACM-1584 31 -6.333433237531745 SQLM
4 Q0 CACM-3148 32 -6.345373282154372 SQLM
4 Q0 CACM-1951 33 -6.358350499264607 SQLM
4 Q0 CACM-1779 34 -6.367121422342345 SQLM
4 Q0 CACM-2949 35 -6.374515872908442 SQLM
4 Q0 CACM-3082 36 -6.3768839035433285 SQLM
4 Q0 CACM-1920 37 -6.397666916143915 SQLM
4 Q0 CACM-2578 38 -6.399272517862957 SQLM
4 Q0 CACM-2849 39 -6.403899286754893 SQLM
4 Q0 CACM-0862 40 -6.40774752152728 SQLM
4 Q0 CACM-0241 41 -6.418562531395533 SQLM
4 Q0 CACM-3137 42 -6.422745601414565 SQLM
4 Q0 CACM-2261 43 -6.43814946022527 SQLM
4 Q0 CACM-1431 44 -6.441227167818251 SQLM
4 Q0 CACM-2548 45 -6.451067825567965 SQLM
4 Q0 CACM-2334 46 -6.451067825567965 SQLM
4 Q0 CACM-2686 47 -6.4587637973478 SQLM
4 Q0 CACM-3043 48 -6.4617369336248505 SQLM
4 Q0 CACM-2333 49 -6.463065354832084 SQLM
4 Q0 CACM-2975 50 -6.478725242299553 SQLM
4 Q0 CACM-2481 51 -6.479314917349681 SQLM
4 Q0 CACM-1780 52 -6.4856762508247465 SQLM
4 Q0 CACM-3084 53 -6.486337686202589 SQLM
4 Q0 CACM-2216 54 -6.4916465788097275 SQLM
4 Q0 CACM-3135 55 -6.502450661463797 SQLM
4 Q0 CACM-1569 56 -6.503942065187606 SQLM
4 Q0 CACM-0954 57 -6.505737662247291 SQLM
4 Q0 CACM-2025 58 -6.50662585556042 SQLM
4 Q0 CACM-3119 59 -6.5149572028857206 SQLM
4 Q0 CACM-2566 60 -6.51653823864308 SQLM
4 Q0 CACM-2926 61 -6.524142614424111 SQLM
4 Q0 CACM-1604 62 -6.533787853820309 SQLM
4 Q0 CACM-0052 63 -6.5388848980696315 SQLM
4 Q0 CACM-2406 64 -6.543093600352351 SQLM
4 Q0 CACM-0088 65 -6.558819536894026 SQLM
4 Q0 CACM-1153 66 -6.569723735046958 SQLM
4 Q0 CACM-2313 67 -6.5745177647817945 SQLM
4 Q0 CACM-2478 68 -6.5776898172505955 SQLM
4 Q0 CACM-2954 69 -6.589184921531768 SQLM
4 Q0 CACM-2594 70 -6.594456868721071 SQLM
4 Q0 CACM-0371 71 -6.608420609858037 SQLM
4 Q0 CACM-2969 72 -6.609388651471406 SQLM
4 Q0 CACM-1514 73 -6.610238825380986 SQLM
4 Q0 CACM-2004 74 -6.610275523809595 SQLM
4 Q0 CACM-2709 75 -6.623321578385422 SQLM
4 Q0 CACM-2249 76 -6.626579592247167 SQLM
4 Q0 CACM-2433 77 -6.635981324761071 SQLM
4 Q0 CACM-1410 78 -6.637495929770068 SQLM
4 Q0 CACM-0627 79 -6.637563564280573 SQLM
4 Q0 CACM-2667 80 -6.638075098135107 SQLM
4 Q0 CACM-1972 81 -6.639174731597048 SQLM
4 Q0 CACM-2816 82 -6.644503391697378 SQLM
4 Q0 CACM-2767 83 -6.644821406377357 SQLM
4 Q0 CACM-1050 84 -6.645075922644901 SQLM
4 Q0 CACM-0758 85 -6.648509355783718 SQLM
4 Q0 CACM-2371 86 -6.650544388099347 SQLM
4 Q0 CACM-0793 87 -6.655132384009781 SQLM
4 Q0 CACM-2659 88 -6.655132384009781 SQLM
4 Q0 CACM-1831 89 -6.655132384009781 SQLM
4 Q0 CACM-0115 90 -6.655132384009781 SQLM
4 Q0 CACM-0657 91 -6.657984706607741 SQLM
4 Q0 CACM-2176 92 -6.6597908682899885 SQLM
4 Q0 CACM-2411 93 -6.66068434327369 SQLM
4 Q0 CACM-1710 94 -6.666294812647436 SQLM
4 Q0 CACM-2325 95 -6.668307276495099 SQLM
4 Q0 CACM-3131 96 -6.670320657949315 SQLM
4 Q0 CACM-3051 97 -6.6755549115684145 SQLM
4 Q0 CACM-2114 98 -6.67760140996943 SQLM
4 Q0 CACM-2734 99 -6.6782920819026295 SQLM
4 Q0 CACM-1860 100 -6.68283764337077 SQLM

5) query : appli stochast process 

5 Q0 CACM-0268 1 -5.5286299214836445 SQLM
5 Q0 CACM-1696 2 -5.5987777218215475 SQLM
5 Q0 CACM-1540 3 -6.100978064096206 SQLM
5 Q0 CACM-1410 4 -6.115956368694344 SQLM
5 Q0 CACM-2882 5 -6.136678699496082 SQLM
5 Q0 CACM-1194 6 -6.2221645245098935 SQLM
5 Q0 CACM-1435 7 -6.274163196595264 SQLM
5 Q0 CACM-2535 8 -6.283129378937926 SQLM
5 Q0 CACM-2742 9 -6.292574674426779 SQLM
5 Q0 CACM-1892 10 -6.3480853893233125 SQLM
5 Q0 CACM-1235 11 -6.400209476161419 SQLM
5 Q0 CACM-2767 12 -6.402408686568535 SQLM
5 Q0 CACM-0293 13 -6.4494280035887925 SQLM
5 Q0 CACM-0927 14 -6.479510892921256 SQLM
5 Q0 CACM-2844 15 -6.567060193462191 SQLM
5 Q0 CACM-0020 16 -6.580460600558865 SQLM
5 Q0 CACM-1233 17 -6.621313171977569 SQLM
5 Q0 CACM-2065 18 -6.659353811813598 SQLM
5 Q0 CACM-0111 19 -6.664101180583959 SQLM
5 Q0 CACM-3020 20 -6.698072677787248 SQLM
5 Q0 CACM-1216 21 -6.709278756493624 SQLM
5 Q0 CACM-1438 22 -6.710968456196888 SQLM
5 Q0 CACM-3120 23 -6.733542672230581 SQLM
5 Q0 CACM-1563 24 -6.764678927269291 SQLM
5 Q0 CACM-1441 25 -6.77000525173198 SQLM
5 Q0 CACM-1359 26 -6.78299548044926 SQLM
5 Q0 CACM-2000 27 -6.7997450399251695 SQLM
5 Q0 CACM-1028 28 -6.81770070389603 SQLM
5 Q0 CACM-1468 29 -6.818876171227613 SQLM
5 Q0 CACM-2409 30 -6.830312684712862 SQLM
5 Q0 CACM-2727 31 -6.833527996119971 SQLM
5 Q0 CACM-2523 32 -6.836487518406381 SQLM
5 Q0 CACM-0987 33 -6.837360055302858 SQLM
5 Q0 CACM-1673 34 -6.842262193560117 SQLM
5 Q0 CACM-1110 35 -6.842262193560117 SQLM
5 Q0 CACM-2705 36 -6.846107852806548 SQLM
5 Q0 CACM-1008 37 -6.846107852806548 SQLM
5 Q0 CACM-3059 38 -6.850708665840536 SQLM
5 Q0 CACM-1631 39 -6.857258583957085 SQLM
5 Q0 CACM-1707 40 -6.857258583957085 SQLM
5 Q0 CACM-1383 41 -6.860852523953536 SQLM
5 Q0 CACM-3153 42 -6.864310515944876 SQLM
5 Q0 CACM-3030 43 -6.864367041161094 SQLM
5 Q0 CACM-2185 44 -6.864387704159343 SQLM
5 Q0 CACM-1180 45 -6.867248809468617 SQLM
5 Q0 CACM-0942 46 -6.870093433390219 SQLM
5 Q0 CACM-2210 47 -6.874655840977599 SQLM
5 Q0 CACM-2080 48 -6.878791507668072 SQLM
5 Q0 CACM-1382 49 -6.8844474398128135 SQLM
5 Q0 CACM-3043 50 -6.885738695220529 SQLM
5 Q0 CACM-2174 51 -6.8876115190670895 SQLM
5 Q0 CACM-2999 52 -6.890243934836063 SQLM
5 Q0 CACM-1116 53 -6.8907277360702865 SQLM
5 Q0 CACM-1925 54 -6.891598842235218 SQLM
5 Q0 CACM-2836 55 -6.899800582746526 SQLM
5 Q0 CACM-1637 56 -6.901584655934511 SQLM
5 Q0 CACM-2203 57 -6.907061157718137 SQLM
5 Q0 CACM-2396 58 -6.90829690882772 SQLM
5 Q0 CACM-0078 59 -6.908769134555372 SQLM
5 Q0 CACM-1554 60 -6.9140653916480375 SQLM
5 Q0 CACM-1886 61 -6.9140653916480375 SQLM
5 Q0 CACM-2866 62 -6.916798529183217 SQLM
5 Q0 CACM-1678 63 -6.919493796122474 SQLM
5 Q0 CACM-2251 64 -6.924774022855762 SQLM
5 Q0 CACM-1535 65 -6.924774022855762 SQLM
5 Q0 CACM-0394 66 -6.928640791813365 SQLM
5 Q0 CACM-2953 67 -6.934915007286869 SQLM
5 Q0 CACM-1147 68 -6.934915007286869 SQLM
5 Q0 CACM-1947 69 -6.934915007286869 SQLM
5 Q0 CACM-0095 70 -6.93736713091632 SQLM
5 Q0 CACM-1809 71 -6.93736713091632 SQLM
5 Q0 CACM-0141 72 -6.942768875080658 SQLM
5 Q0 CACM-0412 73 -6.942768875080658 SQLM
5 Q0 CACM-0528 74 -6.942768875080658 SQLM
5 Q0 CACM-2900 75 -6.944534873134201 SQLM
5 Q0 CACM-3068 76 -6.944534873134201 SQLM
